,rooms,cbd_distance,postcode,bedroom,bathroom,car,latitude,longitude,property_count,price,dist_to_coast,suburb_freq,seller_g_freq,council_area_freq,type_t,type_u,method_s_p,method_v_b,region_name_eastern_victoria,region_name_northern_metropolitan,region_name_northern_victoria,region_name_south_eastern_metropolitan,region_name_southern_metropolitan,region_name_western_metropolitan,region_name_western_victoria,parking_area_indoor,parking_area_outdoor_stall
30759,3,10.5,3020.0,3.0,2.0,2.0,-37.79127,144.83713,3755.0,1070000.0,129.71578119843508,152,68,1080,False,False,False,False,False,False,False,False,False,True,False,False,True
30762,3,10.5,3020.0,3.0,1.0,1.0,-37.76951,144.83309,4217.0,632000.0,136.00571922331412,90,134,1080,False,False,False,False,False,False,False,False,False,True,False,False,False
30763,3,10.5,3020.0,3.0,1.0,4.0,-37.77004,144.84254,4217.0,905000.0,136.67359380390494,90,134,1080,False,False,True,False,False,False,False,False,False,True,False,False,False
30767,5,10.2,3127.0,5.0,2.0,0.0,-37.81708,145.09566,5457.0,2505000.0,144.6380633275568,162,1947,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30768,3,10.2,3127.0,3.0,1.0,1.0,-37.82372,145.09085,5457.0,1785000.0,142.22711636242175,162,314,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30771,3,10.2,3127.0,3.0,1.0,2.0,-37.83133,145.1006,5457.0,1580000.0,140.8128489580314,162,19,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30772,3,10.2,3127.0,3.0,1.0,2.0,-37.81455,145.0943,5457.0,1620000.0,145.27806102568056,162,430,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30774,3,18.0,3037.0,3.0,2.0,2.0,-37.72199,144.74578,4242.0,645000.0,143.09404146018326,27,1856,200,False,False,False,False,False,False,False,False,False,True,False,False,False
30775,5,15.5,3038.0,5.0,3.0,2.0,-37.68166,144.77422,5336.0,1300000.0,158.40126914485234,47,1856,1080,False,False,False,False,False,False,False,False,False,True,False,True,False
30781,5,12.4,3107.0,5.0,2.0,2.0,-37.7677,145.11371,5420.0,1381000.0,161.2271421319384,127,1856,623,False,False,False,False,False,False,False,False,False,False,False,False,False
30782,5,12.4,3107.0,5.0,2.0,2.0,-37.77156,145.1226,5420.0,1225000.0,160.82202453950083,127,1856,623,False,False,False,False,False,False,False,False,False,False,False,True,False
30783,4,12.4,3107.0,4.0,2.0,1.0,-37.75763,145.09974,5420.0,1375000.0,163.10524523301768,127,1947,623,False,False,False,True,False,False,False,False,False,False,False,False,False
30784,3,15.3,3074.0,3.0,1.0,2.0,-37.68035,145.00925,7955.0,705000.0,179.50382207919694,64,1856,585,False,False,False,False,False,True,False,False,False,False,False,False,False
30785,3,15.3,3074.0,3.0,1.0,2.0,-37.67646,145.03084,7955.0,550000.0,182.65425111249814,64,275,585,False,False,False,False,False,True,False,False,False,False,False,False,False
30787,3,15.3,3074.0,3.0,1.0,3.0,-37.67652,145.02338,7955.0,630000.0,181.97844564117227,64,325,585,False,False,True,False,False,True,False,False,False,False,False,True,False
30788,3,15.3,3074.0,3.0,1.0,2.0,-37.67873,145.01878,7955.0,740000.0,180.86292939486682,64,265,585,False,False,False,False,False,True,False,False,False,False,False,False,False
30789,2,7.0,3071.0,2.0,1.0,1.0,-37.75668,145.00929,8870.0,745000.0,155.4477449214531,203,370,1783,False,True,False,False,False,True,False,False,False,False,False,False,False
30791,3,7.0,3071.0,3.0,1.0,0.0,-37.76126,145.00247,8870.0,1225000.0,153.4334379656471,203,1947,1783,False,False,True,False,False,True,False,False,False,False,False,False,False
30792,4,7.0,3071.0,4.0,2.0,0.0,-37.75807,145.00782,8870.0,1400000.0,154.88879249010054,203,370,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
30796,3,18.4,3029.0,3.0,2.0,1.0,-37.84169,144.72333,5811.0,390000.0,104.60837581438395,16,310,200,False,True,True,False,False,False,False,False,False,True,False,False,False
30797,3,12.9,3043.0,3.0,2.0,2.0,-37.69728,144.87455,3296.0,555000.0,162.23836584588682,38,1856,1080,True,False,False,False,False,False,False,False,False,True,False,False,False
30798,3,12.9,3043.0,3.0,1.0,2.0,-37.69636,144.88265,3296.0,695000.0,163.24395556622162,38,325,1080,False,False,False,False,False,False,False,False,False,True,False,False,True
30805,3,8.9,3084.0,3.0,2.0,2.0,-37.73253,145.0873,2698.0,870000.0,169.82182178243886,62,280,1105,False,False,False,False,False,False,False,False,False,False,False,False,False
30808,4,21.1,3113.0,4.0,2.0,2.0,-37.74113,145.22309,2003.0,1050000.0,179.0743180083836,10,472,623,False,False,False,False,False,False,False,False,False,False,False,False,False
30811,4,14.5,3087.0,4.0,1.0,3.0,-37.69778,145.08516,1442.0,710000.0,180.6082385003205,22,1856,1105,False,False,False,False,False,True,False,False,False,False,False,True,False
30812,3,14.5,3087.0,3.0,1.0,1.0,-37.70178,145.0851,1442.0,705000.0,179.33011903852164,22,1856,1105,False,False,False,False,False,True,False,False,False,False,False,False,False
30813,3,14.7,3030.0,3.0,1.0,2.0,-37.90908,144.65774,16166.0,570000.0,79.2766298089818,124,325,404,False,False,False,False,False,False,False,False,False,True,False,False,False
30817,3,6.4,3012.0,3.0,1.0,1.0,-37.80962,144.86877,5058.0,597000.0,126.94873168156533,145,329,988,False,True,True,False,False,False,False,False,False,True,False,False,False
30821,3,16.5,3049.0,3.0,1.0,2.0,-37.67941,144.8764,2474.0,500000.0,168.11502769182917,34,1856,854,True,False,False,False,False,True,False,False,False,False,False,False,False
30822,5,16.5,3049.0,5.0,2.0,2.0,-37.67688,144.88996,2474.0,560000.0,170.12133196881302,34,221,854,False,False,False,False,False,True,False,False,False,False,False,False,False
30825,4,16.7,3150.0,4.0,3.0,3.0,-37.91874,145.19157,7392.0,1200000.0,123.35521335716983,59,5,755,False,False,False,False,False,False,False,True,False,False,False,False,False
30826,5,16.7,3150.0,5.0,3.0,2.0,-37.91199,145.18419,7392.0,1223000.0,124.63072346210043,59,1171,755,False,False,False,False,False,False,False,True,False,False,False,False,True
30827,4,16.7,3150.0,4.0,2.0,2.0,-37.91075,145.18758,7392.0,1035000.0,125.28212028586806,59,23,755,False,False,False,False,False,False,False,True,False,False,False,False,False
30828,3,6.8,3016.0,3.0,1.0,2.0,-37.85569,144.89374,6380.0,1367000.0,115.4441528717536,153,1606,634,False,False,True,False,False,False,False,False,False,True,False,False,False
30829,2,6.8,3016.0,2.0,1.0,2.0,-37.86682,144.90003,6380.0,880000.0,112.73631503698032,153,1606,634,False,True,False,False,False,False,False,False,False,True,False,False,False
30832,4,25.5,3750.0,4.0,2.0,2.0,-37.61337,145.03606,2940.0,595000.0,203.7257464873684,43,25,585,False,False,False,False,False,True,False,False,False,False,False,False,False
30833,4,6.3,3013.0,4.0,1.0,2.0,-37.81611,144.87945,6543.0,1190000.0,125.93743758041722,216,329,988,False,False,False,False,False,False,False,False,False,True,False,False,False
30834,2,6.3,3013.0,2.0,1.0,1.0,-37.81133,144.89553,6543.0,709500.0,128.78519463445917,216,329,988,False,True,True,False,False,False,False,False,False,True,False,False,False
30837,4,3.3,3206.0,3.0,2.0,1.0,-37.8434,144.9495,3280.0,2140000.0,123.9623149979661,85,355,762,False,False,False,False,False,False,False,False,True,False,False,True,False
30840,3,6.4,3078.0,3.0,1.0,2.0,-37.7792,145.029,2211.0,1165000.0,150.2546629979416,45,1856,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
30841,3,13.8,3018.0,3.0,2.0,2.0,-37.8612,144.8247,5301.0,753000.0,107.76710657966422,92,40,634,False,False,False,False,False,False,False,False,False,True,False,False,False
30842,4,11.1,3025.0,4.0,1.0,3.0,-37.8262,144.8439,5132.0,760000.0,119.79725375877474,79,11,634,False,False,False,False,False,False,False,False,False,True,False,True,False
30844,4,11.1,3025.0,4.0,3.0,1.0,-37.8393,144.8568,5132.0,847500.0,117.03594090421952,79,236,634,True,False,False,False,False,False,False,False,False,True,False,False,False
30845,2,6.3,3143.0,1.0,1.0,1.0,-37.8618,145.0183,4836.0,520000.0,124.58670394317289,113,1606,666,False,True,False,False,False,False,False,False,True,False,False,False,True
30847,2,5.9,3032.0,2.0,1.0,3.0,-37.7825,144.9206,6567.0,705000.0,139.720361786983,176,2201,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
30849,2,5.9,3032.0,2.0,1.0,1.0,-37.7807,144.9285,6567.0,760000.0,140.96414039693744,176,2201,1233,False,False,False,False,False,False,False,False,False,True,False,True,False
30850,3,5.9,3032.0,3.0,1.0,3.0,-37.7723,144.9094,6567.0,487500.0,141.85658104158438,176,235,1233,False,True,False,False,False,False,False,False,False,True,False,False,False
30851,3,11.0,3147.0,3.0,1.0,1.0,-37.8703,145.0774,3052.0,1415000.0,127.28962448678297,75,1018,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30852,2,11.0,3147.0,2.0,1.0,1.0,-37.872,145.0692,3052.0,1440000.0,126.07419447884385,75,1947,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30855,2,6.6,3183.0,2.0,1.0,1.0,-37.8727,144.9969,2952.0,540000.0,119.52429120872247,38,370,762,False,True,False,True,False,False,False,False,True,False,False,False,False
30856,3,6.6,3183.0,3.0,1.0,1.0,-37.8696,144.9925,2952.0,1080000.0,120.04169166034379,38,1018,762,False,False,False,False,False,False,False,False,True,False,False,False,False
30860,4,9.7,3103.0,3.0,1.0,2.0,-37.8039,145.0631,5682.0,2000000.0,145.7448586641391,158,1606,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30861,5,9.2,3104.0,5.0,3.0,2.0,-37.7854,145.0869,7809.0,1875000.0,153.4497159260615,231,472,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30863,4,9.2,3104.0,4.0,2.0,2.0,-37.7839,145.0954,7809.0,1530000.0,154.65418103398792,231,1606,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30867,4,9.2,3104.0,3.0,2.0,5.0,-37.786,145.0886,7809.0,1700000.0,153.41619374112335,231,1947,1906,False,False,False,True,False,False,False,False,True,False,False,False,False
30877,2,13.9,3165.0,2.0,1.0,2.0,-37.9218,145.0563,10969.0,772500.0,110.62074628389456,353,5,1209,False,True,False,False,False,False,False,False,True,False,False,False,False
30878,3,13.9,3165.0,3.0,1.0,1.0,-37.9216,145.073,10969.0,1001000.0,112.1423236718723,353,235,1209,False,False,False,False,False,False,False,False,True,False,False,True,False
30879,2,13.9,3165.0,2.0,1.0,1.0,-37.9107,145.0598,10969.0,715000.0,114.08663861665008,353,1606,1209,False,True,False,False,False,False,False,False,True,False,False,False,False
30880,3,13.9,3165.0,3.0,1.0,1.0,-37.9218,145.053,10969.0,801000.0,110.33128958784545,353,1018,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
30882,3,13.9,3165.0,3.0,2.0,2.0,-37.9108,145.0794,10969.0,882000.0,115.77754636628013,353,1171,1209,True,False,False,False,False,False,False,False,True,False,False,True,False
30883,2,13.9,3165.0,2.0,1.0,1.0,-37.9234,145.0616,10969.0,1180000.0,110.63186245839898,353,1018,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
30887,3,10.8,3019.0,3.0,2.0,2.0,-37.7761,144.8557,3589.0,505000.0,135.97265917185356,61,2201,988,True,False,False,False,False,False,False,False,False,True,False,False,False
30888,3,10.8,3019.0,3.0,1.0,1.0,-37.7889,144.8465,3589.0,495000.0,131.25931555765482,61,51,988,False,False,False,False,False,False,False,False,False,True,False,False,False
30893,4,5.2,3056.0,3.0,1.0,1.0,-37.7737,144.965,11918.0,1790000.0,146.31396109712676,310,1171,1346,False,False,False,False,False,True,False,False,False,False,False,False,True
30894,3,5.2,3056.0,3.0,2.0,1.0,-37.7776,144.9691,11918.0,640000.0,145.47985400458904,310,33,1346,True,False,False,False,False,True,False,False,False,False,False,False,False
30895,4,5.2,3056.0,3.0,1.0,0.0,-37.763,144.9598,11918.0,820000.0,149.1460465418402,310,2201,1346,False,False,False,True,False,True,False,False,False,False,False,False,False
30896,4,5.2,3056.0,4.0,2.0,2.0,-37.7725,144.964,11918.0,1875000.0,146.594064085674,310,1947,1346,False,False,False,False,False,True,False,False,False,False,False,False,False
30897,3,5.2,3056.0,3.0,1.0,1.0,-37.7589,144.9529,11918.0,1053000.0,149.8045208368047,310,1171,1346,False,False,False,False,False,True,False,False,False,False,False,False,False
30900,3,5.2,3056.0,2.0,1.0,1.0,-37.7611,144.9622,11918.0,705000.0,149.9429236225029,310,2201,1346,True,False,False,False,False,True,False,False,False,False,False,False,False
30901,2,5.9,3055.0,2.0,1.0,1.0,-37.7686,144.9421,7082.0,370000.0,145.86668180387173,147,1947,1346,False,True,False,True,False,True,False,False,False,False,False,False,False
30904,2,5.9,3055.0,2.0,1.0,1.0,-37.7543,144.9385,7082.0,484000.0,149.960964152815,147,1947,1346,False,True,False,False,False,True,False,False,False,False,False,True,False
30905,3,5.9,3055.0,3.0,1.0,2.0,-37.7652,144.9454,7082.0,815000.0,147.20258159025397,147,1171,1346,True,False,False,False,False,True,False,False,False,False,False,False,False
30907,4,11.7,3125.0,3.0,2.0,3.0,-37.8552,145.1292,5678.0,1410000.0,136.25983862900395,111,1018,755,False,False,False,False,False,False,False,False,True,False,False,False,False
30909,5,11.7,3125.0,5.0,2.0,1.0,-37.8525,145.1154,5678.0,1100000.0,135.84293371975713,111,1018,755,False,False,False,False,False,False,False,False,True,False,False,True,False
30912,2,7.8,3124.0,2.0,1.0,1.0,-37.8355,145.0633,8920.0,667000.0,136.29691639185378,198,430,1906,False,True,False,False,False,False,False,False,True,False,False,False,True
30913,5,7.8,3124.0,5.0,3.0,2.0,-37.8459,145.0721,8920.0,2800000.0,133.98822748213996,198,968,1906,False,False,True,False,False,False,False,False,True,False,False,False,False
30915,2,9.0,3126.0,2.0,1.0,2.0,-37.8234,145.0731,3265.0,736000.0,140.76380369948777,72,968,1906,False,True,False,False,False,False,False,False,True,False,False,False,False
30916,3,9.0,3126.0,3.0,2.0,2.0,-37.8207,145.0854,3265.0,1843000.0,142.65196179881653,72,1947,1906,True,False,False,False,False,False,False,False,True,False,False,True,False
30917,2,3.2,3054.0,2.0,1.0,1.0,-37.7902,144.97,3106.0,570000.0,141.71608710259267,65,1606,1099,False,True,False,False,False,True,False,False,False,False,False,False,False
30918,5,11.4,3163.0,4.0,2.0,2.0,-37.8868,145.0625,7822.0,1802100.0,121.18984134748392,171,1606,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
30921,2,11.4,3163.0,2.0,1.0,1.0,-37.8999,145.0575,7822.0,450000.0,116.97664008443961,171,5,1209,False,True,False,False,False,False,False,False,True,False,False,True,False
30922,2,11.4,3163.0,2.0,1.0,1.0,-37.8927,145.0539,7822.0,737000.0,118.73195147240162,171,430,1209,False,True,False,False,False,False,False,False,True,False,False,False,False
30923,3,11.4,3163.0,3.0,1.0,2.0,-37.8978,145.0624,7822.0,860000.0,118.00985165944418,171,1018,1209,True,False,False,False,False,False,False,False,True,False,False,False,False
30929,3,3.4,3068.0,3.0,1.0,0.0,-37.7921,144.9858,2954.0,1360000.0,142.5270514987037,90,2201,710,False,False,False,False,False,True,False,False,False,False,False,True,False
30931,2,7.8,3058.0,2.0,1.0,2.0,-37.7474,144.9608,11204.0,515000.0,154.0611938386861,268,1171,1783,False,True,False,False,False,True,False,False,False,False,False,False,False
30934,3,7.8,3058.0,4.0,1.0,2.0,-37.7366,144.9564,11204.0,770000.0,157.03840238846712,268,221,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
30935,2,7.8,3058.0,2.0,1.0,1.0,-37.747,144.9515,11204.0,472000.0,153.3678073341452,268,2201,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
30936,2,7.8,3058.0,2.0,1.0,1.0,-37.7445,144.9471,11204.0,901000.0,153.75818846700605,268,37,1783,False,False,False,False,False,True,False,False,False,False,False,True,False
30937,2,7.8,3058.0,2.0,1.0,0.0,-37.7477,144.9647,11204.0,642000.0,154.310891519114,268,2201,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
30938,2,7.8,3058.0,2.0,1.0,1.0,-37.7519,144.9721,11204.0,605000.0,153.6582704356754,268,1947,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
30940,3,13.9,3108.0,2.0,1.0,1.0,-37.7933,145.1417,9028.0,990000.0,155.8609265229131,147,1856,623,False,False,False,False,False,False,False,False,False,False,False,True,False
30942,3,13.9,3108.0,3.0,1.0,2.0,-37.7945,145.1172,9028.0,1020000.0,153.3438959980365,147,1606,623,False,False,False,False,False,False,False,False,False,False,False,False,False
30943,3,13.9,3108.0,3.0,2.0,2.0,-37.7901,145.1341,9028.0,878000.0,156.16585580564197,147,1856,623,False,False,False,False,False,False,False,False,False,False,False,False,False
30944,3,10.3,3084.0,3.0,2.0,1.0,-37.7585,145.0568,1651.0,1100000.0,159.0615801474983,33,5,1105,False,False,False,True,False,False,False,False,False,False,False,False,False
30945,4,8.5,3185.0,3.0,3.0,2.0,-37.8891,145.0102,4898.0,2050000.0,115.9357467467576,80,501,1209,False,False,False,False,False,False,False,False,True,False,False,True,False
30948,4,7.7,3184.0,3.0,3.0,0.0,-37.8775,144.9808,8989.0,1875000.0,116.71503730670298,159,96,762,False,False,False,True,False,False,False,False,True,False,False,False,False
30951,1,7.7,3184.0,1.0,1.0,1.0,-37.8768,144.9905,8989.0,326000.0,117.76976096252923,159,1606,762,False,True,False,True,False,False,False,False,True,False,False,False,False
30952,1,7.7,3184.0,1.0,1.0,1.0,-37.8784,144.9864,8989.0,340000.0,116.9451498977519,159,1018,762,False,True,True,False,False,False,False,False,True,False,False,False,True
30953,4,7.7,3184.0,4.0,3.0,2.0,-37.8748,144.9778,8989.0,2200000.0,117.23660532926209,159,23,762,False,False,False,False,False,False,False,False,True,False,False,False,False
30954,2,7.7,3184.0,2.0,1.0,1.0,-37.8828,144.9899,8989.0,687500.0,115.97625347965568,159,968,762,False,True,False,False,False,False,False,False,True,False,False,False,False
30959,3,8.0,3040.0,3.0,1.0,1.0,-37.7525,144.9232,9264.0,1085000.0,149.17332566465154,286,1856,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
30961,2,8.0,3040.0,2.0,1.0,1.0,-37.754,144.9209,9264.0,360000.0,148.5065804769036,286,2201,1233,False,True,False,True,False,False,False,False,False,True,False,False,False
30962,2,8.0,3040.0,2.0,1.0,1.0,-37.7475,144.8959,9264.0,645000.0,148.32412602704042,286,2201,1233,False,True,True,False,False,False,False,False,False,True,False,False,False
30965,3,5.8,3078.0,3.0,1.0,2.0,-37.7696,145.0188,2970.0,1055000.0,152.3008780984776,58,88,1783,False,False,False,False,False,True,False,False,False,False,False,True,False
30966,2,5.8,3078.0,2.0,1.0,1.0,-37.7845,145.0105,2970.0,548000.0,147.0104577291965,58,2201,1783,False,True,True,False,False,True,False,False,False,False,False,False,False
30971,3,6.4,3011.0,3.0,1.0,1.0,-37.7952,144.909,7570.0,561000.0,134.8382800664688,180,2201,988,False,True,True,False,False,False,False,False,False,True,False,True,False
30972,2,6.4,3011.0,2.0,1.0,1.0,-37.789,144.8932,7570.0,316000.0,135.3325049572854,180,51,988,False,True,False,False,False,False,False,False,False,True,False,False,False
30973,2,6.4,3011.0,2.0,1.0,2.0,-37.7969,144.9042,7570.0,800000.0,133.90139085467777,180,152,988,False,False,False,False,False,False,False,False,False,True,False,False,False
30974,2,6.4,3011.0,2.0,1.0,0.0,-37.7988,144.9045,7570.0,760000.0,133.3525327862703,180,51,988,False,False,False,False,False,False,False,False,False,True,False,False,False
30975,3,6.4,3011.0,3.0,2.0,2.0,-37.8001,144.8797,7570.0,735000.0,130.78040112819954,180,329,988,True,False,False,False,False,False,False,False,False,True,False,False,False
30976,2,6.4,3011.0,2.0,1.0,0.0,-37.7946,144.8944,7570.0,823000.0,133.73738064494373,180,329,988,False,False,False,False,False,False,False,False,False,True,False,True,False
30977,3,9.2,3146.0,3.0,1.0,2.0,-37.8538,145.0842,10412.0,1665000.0,132.72101129201087,252,1606,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30978,2,9.2,3146.0,2.0,1.0,1.0,-37.8555,145.0518,10412.0,600000.0,129.37648770963312,252,1606,1906,False,True,False,False,False,False,False,False,True,False,False,False,False
30980,3,9.2,3146.0,3.0,1.0,2.0,-37.8578,145.0919,10412.0,1420000.0,132.22111423384135,252,1018,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
30982,2,13.0,3046.0,2.0,2.0,1.0,-37.7072,144.9241,8870.0,488500.0,163.4467441159765,226,275,1346,True,False,False,False,False,True,False,False,False,False,False,False,False
30983,4,13.0,3046.0,4.0,2.0,2.0,-37.7004,144.9411,8870.0,787500.0,167.1006111701037,226,1856,1346,False,False,False,False,False,True,False,False,False,False,False,True,False
30984,2,13.0,3046.0,3.0,1.0,1.0,-37.7076,144.9097,8870.0,442000.0,162.05328916519574,226,479,1346,False,True,False,False,False,True,False,False,False,False,False,False,False
30988,3,13.6,3043.0,3.0,2.0,1.0,-37.704,144.8984,1071.0,525000.0,162.20065887241088,36,275,1346,False,False,False,False,False,False,False,False,False,True,False,True,False
30989,4,13.6,3043.0,4.0,2.0,2.0,-37.7016,144.8974,1071.0,740000.0,162.87473631037977,36,2201,1346,False,False,True,False,False,False,False,False,False,True,False,False,False
30994,2,13.7,3188.0,2.0,1.0,1.0,-37.9436,145.0027,5454.0,500000.0,99.77220635901163,173,235,979,False,True,False,False,False,False,False,False,True,False,False,False,False
30995,4,13.7,3188.0,4.0,3.0,2.0,-37.9369,145.0163,5454.0,1460000.0,102.84629554161604,173,1018,979,False,False,False,False,False,False,False,False,True,False,False,False,False
30997,4,13.7,3188.0,4.0,3.0,2.0,-37.9345,145.0,5454.0,2800000.0,102.0924637133231,173,236,979,False,False,False,True,False,False,False,False,True,False,False,False,False
30998,2,14.5,3188.0,2.0,1.0,2.0,-37.9426,145.03,2356.0,830000.0,102.44650232895928,45,1018,979,False,False,False,False,False,False,False,False,True,False,False,False,False
31002,2,10.5,3081.0,2.0,1.0,1.0,-37.7389,145.0486,2947.0,526000.0,164.4275789594544,100,1856,1105,False,False,False,False,False,False,False,False,False,False,False,False,False
31003,2,9.4,3081.0,2.0,1.0,2.0,-37.7418,145.0464,2674.0,590000.0,163.3297725013607,95,2201,1105,False,False,False,False,False,False,False,False,False,False,False,True,False
31005,3,7.9,3079.0,3.0,2.0,1.0,-37.7661,145.0354,5549.0,700000.0,154.8363704358656,131,1856,1105,True,False,False,False,False,False,False,False,False,False,False,False,False
31006,3,15.0,3021.0,3.0,2.0,1.0,-37.7328,144.8194,1202.0,320000.0,146.17895188575713,27,479,1080,False,False,False,True,False,False,False,False,False,True,False,False,False
31007,3,12.8,3033.0,4.0,1.0,1.0,-37.7303,144.8636,5629.0,601200.0,150.84830099962903,176,2201,1080,False,False,False,False,False,False,False,False,False,True,False,True,False
31009,3,12.8,3033.0,3.0,1.0,3.0,-37.7483,144.85,5629.0,695000.0,144.04023522860288,176,1856,1080,False,False,False,False,False,False,False,False,False,True,False,False,False
31010,3,12.8,3033.0,3.0,1.0,2.0,-37.7305,144.8646,5629.0,680000.0,150.8736045692438,176,2201,1080,False,False,False,False,False,False,False,False,False,True,False,False,False
31011,2,4.2,3031.0,2.0,2.0,1.0,-37.7956,144.935,5263.0,631090.0,137.0014774343477,146,52,1099,False,True,False,False,False,True,False,False,False,False,False,False,False
31013,2,4.2,3031.0,2.0,1.0,1.0,-37.7897,144.9228,5263.0,410000.0,137.72063369694743,146,78,1099,False,True,False,False,False,True,False,False,False,False,False,False,False
31015,2,5.6,3101.0,2.0,1.0,1.0,-37.7944,145.0339,10331.0,2875000.0,146.0551571375075,239,1947,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
31016,3,5.6,3101.0,3.0,1.0,1.0,-37.8027,145.0404,10331.0,1565000.0,144.11306275265673,239,1947,1906,False,False,False,False,False,False,False,False,True,False,False,True,False
31017,2,5.6,3101.0,2.0,2.0,1.0,-37.8162,145.0592,10331.0,480000.0,141.69951527043014,239,236,1906,False,True,False,True,False,False,False,False,True,False,False,False,False
31018,4,5.6,3101.0,4.0,2.0,3.0,-37.8065,145.0287,10331.0,1725000.0,141.9381567979805,239,1947,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
31020,3,7.5,3102.0,3.0,1.0,1.0,-37.7902,145.061,2671.0,1770000.0,149.71220507888717,73,472,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
31021,3,7.5,3102.0,3.0,2.0,2.0,-37.7966,145.048,2671.0,1260000.0,146.6268307398864,73,26,1906,True,False,False,False,False,False,False,False,True,False,False,False,False
31022,3,7.4,3144.0,3.0,2.0,1.0,-37.871,145.0364,4675.0,1970000.0,123.48672192560697,93,968,666,False,False,False,False,False,False,False,False,True,False,False,False,False
31023,1,7.4,3144.0,1.0,1.0,1.0,-37.8637,145.0373,4675.0,405000.0,125.69822995850937,93,968,666,False,True,False,False,False,False,False,False,True,False,False,False,False
31027,3,8.7,3032.0,3.0,1.0,2.0,-37.7832,144.8864,4918.0,905000.0,136.50136452235745,138,501,988,False,False,False,False,False,False,False,False,False,True,False,False,True
31028,5,8.7,3032.0,5.0,2.0,5.0,-37.7819,144.8901,4918.0,1151000.0,137.22315011005915,138,501,988,False,False,False,False,False,False,False,False,False,True,False,False,False
31029,3,4.1,3206.0,3.0,2.0,1.0,-37.847,144.9594,2019.0,1500000.0,123.76793167728279,49,65,762,False,False,False,True,False,False,False,False,True,False,False,False,False
31030,3,11.8,3127.0,3.0,2.0,2.0,-37.8192,145.111,2079.0,1200000.0,145.34983046856217,50,1947,1906,True,False,False,False,False,False,False,False,False,False,False,False,False
31033,2,6.9,3039.0,2.0,1.0,2.0,-37.7692,144.9042,6232.0,956000.0,142.35110876838388,207,2201,1233,False,False,True,False,False,False,False,False,False,True,False,False,False
31035,5,6.9,3039.0,4.0,1.0,2.0,-37.7613,144.9177,6232.0,1740000.0,145.96950806648508,207,479,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
31036,3,6.9,3039.0,3.0,2.0,2.0,-37.7688,144.9291,6232.0,1683000.0,144.66258449234334,207,78,1233,False,False,True,False,False,False,False,False,False,True,False,False,False
31037,3,14.6,3189.0,3.0,2.0,1.0,-37.9354,145.0464,2555.0,1008000.0,105.90819644956106,87,370,530,False,False,False,False,False,False,False,False,True,False,False,False,False
31038,3,8.4,3015.0,2.0,1.0,5.0,-37.8417,144.8896,5498.0,1151000.0,119.20551361742925,180,154,634,False,False,False,False,False,False,False,False,False,True,False,True,False
31040,4,8.4,3015.0,4.0,2.0,2.0,-37.8413,144.8741,5498.0,820000.0,117.96284438496812,180,310,634,True,False,False,False,False,False,False,False,False,True,False,False,False
31041,3,11.2,3042.0,3.0,1.0,1.0,-37.7459,144.8906,2291.0,1100000.0,148.35523496745844,103,1856,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
31042,2,11.2,3042.0,2.0,1.0,1.0,-37.7433,144.891,2291.0,1007000.0,149.19901801780358,103,2201,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
31044,2,2.3,3051.0,2.0,2.0,1.0,-37.8014,144.9488,6821.0,800000.0,136.45835058348717,97,2201,1099,False,False,False,True,False,True,False,False,False,False,False,False,False
31045,4,5.5,3070.0,4.0,2.0,1.0,-37.7636,144.9872,11364.0,1310000.0,151.36962272267178,274,2201,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
31047,2,5.5,3070.0,2.0,1.0,2.0,-37.774,145.0081,11364.0,1050000.0,150.00999547452827,274,1856,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
31049,5,5.5,3070.0,5.0,3.0,1.0,-37.7701,144.9886,11364.0,1700000.0,149.49289222716558,274,2201,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
